185.250.210.0/24,RU,RU-MOW,Moscow,101000
91.194.55.0/24,RU,RU-MOW,Moscow,101000
185.86.6.0/24,RU,RU-MOW,Moscow,101000
185.185.232.0/24,RU,RU-MOW,Moscow,101000
95.181.153.0/24,RU,RU-MOW,Moscow,101000
